:ID|name:STRING|GO:STRING[]
AT3G12170|AT3G12170|GO:0003674,GO:0005737,GO:0005737,GO:0010468,GO:0016070,GO:0019219
AT2G24040|AT2G24040|GO:0003674,GO:0005576,GO:0009059,GO:0032787,GO:0033993
AT1G07310|AT1G07310|GO:0003674,GO:0005634,GO:0006952,GO:0009888,GO:0019538,GO:0048827,GO:0090567
AT5G49990|AT5G49990|GO:0005215,GO:0009507,GO:0009507,GO:0009507,GO:0009507,GO:0022857,GO:0022857,GO:0009506,GO:0009056,GO:0022622
AT5G57660|COL5|GO:0005634,GO:0005634,GO:0008270,GO:0009909,GO:0009909,GO:0003700,GO:0006355,GO:0000976
AT3G46520|ACT12|GO:0005737,GO:0005737,GO:0005856,GO:0007010,GO:0005739,GO:0009570,GO:0009941,GO:0005829,GO:0005200,GO:0007010
AT2G20570|GPRI1|GO:0000976,GO:0003700,GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0045893,GO:0045893,GO:0003700,GO:0045893,GO:0009658,GO:0009910,GO:0000976,GO:0003700,GO:0010380,GO:0045893,GO:0007165,GO:0005515,GO:1900056,GO:0005515,GO:0005515
AT4G02940|ALKBH10B|GO:0005575,GO:0003729,GO:0006402,GO:0010228,GO:0032451,GO:0035513,GO:1990931
AT1G08480|SDH6|GO:0005749,GO:0006099,GO:0005739,GO:0005739,GO:0000325,GO:0005749,GO:0000325,GO:0005739,GO:0045273,GO:0005739,GO:0043495,GO:0005576
AT4G37240|AT4G37240|GO:0003674,GO:0005575,GO:0009620
AT5G06240|emb2735|GO:0003674,GO:0005575,GO:0009793
AT4G08460|AT4G08460|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0010468,GO:0019538,GO:0051252
AT3G24120|PHL2|GO:0003700,GO:0006355,GO:0005515,GO:0005634,GO:0010628,GO:0016036,GO:0043565,GO:0043565,GO:0000976,GO:0000976,GO:0000976,GO:0016036,GO:0005515,GO:0010468
AT2G46690|SAUR32|GO:0003674,GO:0005634,GO:0005886,GO:0009414,GO:0009737,GO:0014070,GO:0019761
AT4G39800|MIPS1|GO:0004512,GO:0005737,GO:0005737,GO:0006021,GO:0006021,GO:0004512,GO:0006021,GO:0010264,GO:0005515,GO:0005737,GO:0006659,GO:0009791,GO:0004512,GO:0009793,GO:0004512
AT5G09830|BolA2|GO:0005634,GO:0005829,GO:0006879,GO:0051536,GO:0051537,GO:0097428,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0005829,GO:0005515,GO:0005829,GO:0006979,GO:0010039,GO:0005886
AT1G49030|AT1G49030|GO:0003674,GO:0005737,GO:0010035,GO:0048878,GO:0065008,GO:0090558
AT5G66110|HIPP27|GO:0005737,GO:0005737,GO:0005737,GO:0005886,GO:0005515,GO:0005515,GO:0009624
AT5G05760|SYP31|GO:0000139,GO:0000149,GO:0005484,GO:0005484,GO:0006886,GO:0006886,GO:0006888,GO:0006906,GO:0012505,GO:0016192,GO:0031201,GO:0048278,GO:0005484,GO:0006886,GO:0061025,GO:0009504,GO:0043231,GO:0009306,GO:0005515,GO:0005515,GO:0005794
AT1G11430|MORF9|GO:0009507,GO:0016554,GO:0080156,GO:1900865,GO:0009941,GO:0009570,GO:0009507,GO:0005515,GO:1900865,GO:0005515,GO:0009507,GO:0042803,GO:0046983,GO:0046983,GO:0046983,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009507,GO:0003729,GO:0005515,GO:0005515
AT4G30940|AT4G30940|GO:0003674,GO:0005634,GO:0016567,GO:0051260,GO:0006886,GO:0009642,GO:0072594
AT3G18060|AT3G18060|GO:0009507,GO:0030042,GO:0030864,GO:0051015,GO:0080008,GO:0080008,GO:0005829,GO:0005829
AT5G10180|SULTR2;1|GO:0008271,GO:0009507,GO:0015116,GO:0015116,GO:1902358,GO:0008272,GO:0015116
AT1G31350|AT1G31350|GO:0005634,GO:0009507,GO:0016567,GO:0005515,GO:0005515,GO:0006082,GO:0006952,GO:0009620,GO:0033993,GO:0036211,GO:0044248,GO:0044255,GO:0098542,GO:1901575
AT2G39740|HESO1|GO:0005737,GO:0005737,GO:0005737,GO:0050265,GO:0071076,GO:0005634,GO:0005737,GO:0016779,GO:0071076,GO:0010587,GO:0050265,GO:0071076
AT2G32650|AT2G32650|GO:0009507,GO:0009507,GO:0005515,GO:0006351,GO:0044085
AT3G23060|ATBM1C|GO:0004842,GO:0005634,GO:0005634,GO:0016567,GO:0005515
AT5G42780|HB27|GO:0000976,GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0042803,GO:0003677,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
AT5G43280|DCI1|GO:0005777,GO:0006635,GO:0009507,GO:0009507,GO:0051750,GO:0005777,GO:0006635,GO:0009062,GO:0051750,GO:0051750,GO:0005777,GO:0005777,GO:0005777
AT2G34340|AtS40-1L|GO:0003674,GO:0005634,GO:0009739,GO:0005634,GO:0071215
AT2G27580|SAP3|GO:0003677,GO:0005634,GO:0005634,GO:0008270,GO:0009408
AT2G04690|AT2G04690|GO:0003674,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0000325,GO:0099503,GO:0006970,GO:0044248,GO:1901575
AT3G45210|AT3G45210|GO:0003674,GO:0005739,GO:0006810,GO:0007389,GO:0009639,GO:0044255,GO:0044272,GO:0044281,GO:1901135
AT1G27690|BDR3|GO:0003674,GO:0005739,GO:0006952,GO:0009059,GO:0009888,GO:0010468,GO:0016070,GO:0044087,GO:0050793,GO:0071669
AT4G23680|AT4G23680|GO:0003674,GO:0006952,GO:0005829,GO:0010494,GO:0002213,GO:0009416,GO:0009611,GO:0010035,GO:0033993
AT1G73500|MKK9|GO:0004674,GO:0005737,GO:0005739,GO:0004708,GO:0009611,GO:0009873,GO:0004708,GO:0009651,GO:0009693,GO:0010120,GO:0030295,GO:0045893,GO:0046777,GO:0005515,GO:0010150,GO:0005515,GO:0005515,GO:0004674,GO:0046777,GO:0009620,GO:0071456,GO:0009875
AT5G50700|HSD1|GO:0008150,GO:0009507,GO:0070524,GO:0102196
AT5G62880|RAC10|GO:0003924,GO:0003924,GO:0005525,GO:0005576,GO:0005856,GO:0005886,GO:0007015,GO:0007163,GO:0007165,GO:0007264,GO:0008360,GO:0019901,GO:0030865,GO:0031410,GO:0032956,GO:0042995,GO:0005886,GO:0019901,GO:0019901,GO:0005634,GO:0005886,GO:0009788,GO:0019903,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009531,GO:0009664,GO:0005515,GO:0005515,GO:0005515,GO:2001009,GO:0005525
AT2G21185|AT2G21185|GO:0003674,GO:0005575,GO:0009059,GO:0009314,GO:0009888,GO:0016051,GO:1901565
AT1G06270|AT1G06270|GO:0003729,GO:0005739,GO:0008150,GO:0042170
AT3G47675|AT3G47675|GO:0003674,GO:0005634,GO:0008150
AT1G23850|AT1G23850|GO:0003674,GO:0005575,GO:0009414,GO:0009611,GO:0031347,GO:0071395,GO:0098542,GO:1901605,GO:2000068
AT1G52870|AT1G52870|GO:0003674,GO:0005737,GO:0009507,GO:0009507,GO:0009416
AT4G13345|AT4G13345|GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0016020,GO:0009793
AT2G30960|AT2G30960|GO:0003674,GO:0005575,GO:0008150
AT4G35530|AT4G35530|GO:0000506,GO:0003674,GO:0005737,GO:0016070
AT2G29210|AT2G29210|GO:0005634,GO:0005634,GO:0005681,GO:0048024,GO:0008380,GO:0005515,GO:0005515
AT3G56680|AT3G56680|GO:0003674,GO:0005737,GO:0006996,GO:0009416,GO:0010154,GO:0044085,GO:0046907,GO:2000026
AT4G35580|NTL9|GO:0003677,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0003700,GO:0006355,GO:0003700,GO:0005515,GO:0005516,GO:0005516,GO:0005634,GO:0005634,GO:0045892,GO:0045892,GO:0005886,GO:0071470,GO:0031347,GO:0000976,GO:0005515,GO:1900426,GO:0005789,GO:1900426,GO:0005515,GO:0005515
AT3G05530|RPT5A|GO:0005634,GO:0008540,GO:0016887,GO:0036402,GO:0043161,GO:0006511,GO:0016887,GO:0005634,GO:0005516,GO:0005634,GO:0005737,GO:0009553,GO:0009555,GO:0010498,GO:0000502,GO:0005829,GO:0005829,GO:0008540
AT1G48630|RACK1B_AT|GO:0001934,GO:0005080,GO:0005634,GO:0005829,GO:0043022,GO:0043022,GO:0045182,GO:0072344,GO:0022626,GO:0048364,GO:0048367,GO:0005634,GO:0005829,GO:0006417,GO:0009845,GO:0042254,GO:0071215,GO:0005078,GO:0009967,GO:0005634,GO:0005515,GO:0042742
AT4G09830|AT4G09830|GO:0003674,GO:0005634,GO:0008150
AT3G49690|MYB84|GO:0005634,GO:0003700,GO:0006952,GO:0006970,GO:0009414,GO:0009699,GO:0009737,GO:0019438,GO:1901362
AT1G27210|AT1G27210|GO:0005874,GO:0008017,GO:0008017,GO:0009507,GO:0006778,GO:0009416,GO:0009736,GO:0048589
AT2G16370|DHFR-TS-1|GO:0004146,GO:0004799,GO:0004799,GO:0005737,GO:0005737,GO:0005737,GO:0005739,GO:0005829,GO:0006231,GO:0006231,GO:0006231,GO:0046654,GO:0005515,GO:0004146,GO:0005737,GO:0005515,GO:0004146,GO:0004799,GO:0009257
AT5G09250|NMDM1|GO:0003713,GO:0003713,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0005667,GO:0060261,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0009561,GO:0046982,GO:0003713,GO:0005515,GO:0046982
AT4G16100|AT4G16100|GO:0003674,GO:0005634,GO:0007165,GO:0010468,GO:0016070,GO:0018205,GO:0019219
AT5G55990|CBL2|GO:0005509,GO:0005515,GO:0005509,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0019722,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005773,GO:0000325,GO:0022626,GO:0005515,GO:0005515,GO:0009705,GO:0016020,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009705,GO:0055075,GO:0019900,GO:0009705,GO:0009536
AT3G54020|AtIPCS1|GO:0005802,GO:0005886,GO:0016780,GO:0033188,GO:0045140,GO:0046513,GO:0047493,GO:0030148,GO:0045140,GO:0045140
AT5G57170|AT5G57170|GO:0005576,GO:0005615,GO:0009507,GO:0050178,GO:0009507,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006779,GO:0007049,GO:0009059,GO:0009314,GO:0009409,GO:0016070,GO:0018130,GO:0019438,GO:0019538,GO:0032787,GO:0043170,GO:0044255,GO:0044271,GO:0048316,GO:0048646,GO:0051173,GO:0070727,GO:1901362,GO:1901403
AT3G13320|CAX2|GO:0006874,GO:0009705,GO:0015368,GO:0015369,GO:0070588,GO:0012505,GO:0030001,GO:0015369,GO:0005773,GO:0006816,GO:0006816,GO:0006828,GO:0009705,GO:0015369,GO:0015369,GO:0015691,GO:0030001
AT3G07550|AT3G07550|GO:0003674,GO:0005737,GO:0005737,GO:0005737,GO:0019005,GO:0031146,GO:0006511,GO:0006511
AT1G26480|GRF12|GO:0005737,GO:0005737,GO:0007165,GO:0045309,GO:0005634
AT5G56630|PFK7|GO:0003872,GO:0005737,GO:0005737,GO:0006002,GO:0003872,GO:0005829,GO:0006096
AT1G60080|AT1G60080|GO:0000176,GO:0000177,GO:0000178,GO:0000467,GO:0003674,GO:0005737,GO:0006396,GO:0006401,GO:0034427,GO:0034473,GO:0034475,GO:0034476,GO:0043928,GO:0071028,GO:0071035,GO:0071038,GO:0071042
AT2G25730|AT2G25730|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0007165,GO:0009059,GO:0009793,GO:0010228,GO:0010468,GO:0010604,GO:0030154,GO:0031326,GO:0040029,GO:0048364,GO:0048366,GO:0048507,GO:0048571,GO:0050793,GO:0051173,GO:0051252
AT2G44100|GDI1|GO:0005093,GO:0005093,GO:0005737,GO:0005737,GO:0005737,GO:0007264,GO:0015031,GO:0016192,GO:0005515,GO:0005829,GO:0005829,GO:0005093,GO:0048227
AT2G18465|DJC72|GO:0003674,GO:0009507,GO:0009507,GO:0000902,GO:0010468,GO:0018205
AT4G22214|AT4G22214|GO:0003674,GO:0005576,GO:1901135
AT1G01620|PIP1C|GO:0005886,GO:0005886,GO:0005886,GO:0009414,GO:0015250,GO:0015250,GO:0015267,GO:0055085,GO:0005886,GO:0009414,GO:0005515,GO:0005515,GO:0005886,GO:0005515,GO:0005576,GO:0005886,GO:0005886,GO:0006833,GO:0006833,GO:0015250,GO:0055085
AT2G47590|PHR2|GO:0000719,GO:0003677,GO:0003904,GO:0003913,GO:0005634,GO:0071949
AT4G18440|AT4G18440|GO:0004018,GO:0006189,GO:0009507,GO:0044208,GO:0070626,GO:0009570,GO:0009507,GO:0009570,GO:0009570,GO:0006629,GO:0009072,GO:0009611,GO:0009812,GO:0016070,GO:0019760,GO:0032787,GO:0044085,GO:0071395
AT5G65400|AT5G65400|GO:0003674,GO:0009507,GO:0005777,GO:0006629,GO:0016070,GO:0036211
AT1G56090|AT1G56090|GO:0003674,GO:0005737,GO:0005737,GO:0016070,GO:0019538
AT1G19680|AT1G19680|GO:0003674,GO:0005634,GO:0009056,GO:0010035,GO:0010468,GO:0018130,GO:0019438,GO:0033993,GO:0043436,GO:0044271,GO:0048367,GO:0051252,GO:1901362
AT2G32450|AT2G32450|GO:0005509,GO:0005634,GO:0005886,GO:0005886,GO:0016757,GO:0005783,GO:0006355,GO:0007010,GO:0009637,GO:0009639,GO:0009888,GO:0010604,GO:0018130,GO:0019438,GO:0022622,GO:0031326,GO:0044271,GO:0048316,GO:0048367,GO:0048589,GO:0050793,GO:0050801,GO:0051171,GO:0051173,GO:0080090,GO:1901362
AT5G10710|AT5G10710|GO:0000776,GO:0005634,GO:0005634,GO:0005634,GO:0031511,GO:0034508,GO:0005515,GO:0009642,GO:0009892,GO:0016070,GO:0036211,GO:1901575
AT5G12190|AT5G12190|GO:0000398,GO:0005634,GO:0005684,GO:0005686,GO:0071011,GO:0071013,GO:0005515
AT2G38330|AT2G38330|GO:0009507,GO:0015297,GO:0042910,GO:0055085,GO:0006779,GO:0009059,GO:0009266,GO:0009409,GO:0009642,GO:0015994,GO:0016070,GO:0018130,GO:0019438,GO:0044085,GO:0044271,GO:0044281,GO:0071669,GO:1901362
AT1G71840|AT1G71840|GO:0003674,GO:0005634,GO:0005829,GO:0016070,GO:0043412
AT2G36145|AT2G36145|GO:0003674,GO:0009507,GO:0009535,GO:0009507,GO:0009570,GO:0005783,GO:0009057,GO:0009059,GO:0009409,GO:0009416,GO:0019538,GO:0044271
AT5G16250|AT5G16250|GO:0003674,GO:0009507,GO:0009888,GO:0010556,GO:0031326,GO:0048589,GO:0080090
AT5G05170|CEV1|GO:0005886,GO:0005886,GO:0009833,GO:0016757,GO:0016759,GO:0016759,GO:0016760,GO:0030244,GO:0005886,GO:0009834,GO:0009833,GO:0030244,GO:0005886,GO:0009809,GO:0043255,GO:0006952,GO:0005794,GO:0005515,GO:0005515,GO:0009506,GO:0005794,GO:0005768,GO:0005794,GO:0005802,GO:0005515,GO:0005515,GO:0005794,GO:0005515,GO:0005515,GO:0005794,GO:0042803,GO:0043621,GO:0005515,GO:0009834,GO:0030244,GO:0009833,GO:0016759,GO:0030244
AT3G60210|GroES|GO:0005524,GO:0005759,GO:0006457,GO:0009507,GO:0044183,GO:0046872,GO:0051082,GO:0051085,GO:0051087,GO:0005829,GO:0009059,GO:0016070,GO:0019538,GO:0044271,GO:0048316
AT2G43750|OASB|GO:0004124,GO:0005737,GO:0006535,GO:0006535,GO:0009507,GO:0009507,GO:0009567,GO:0009860,GO:0004124,GO:0009536,GO:0019344,GO:0005739,GO:0009941,GO:0005739,GO:0009570,GO:0009507,GO:0048046,GO:0009570,GO:0009570,GO:0005768,GO:0005794,GO:0005802,GO:0009567,GO:0009860,GO:0009507,GO:0005829
AT1G75750|GASA1|GO:0003674,GO:0005576,GO:0005576,GO:0009737,GO:0009739,GO:0009741,GO:0009826,GO:0009505,GO:0009505,GO:0005739,GO:0009739
AT4G27600|NARA5|GO:0003674,GO:0009507,GO:0009507,GO:0009507,GO:0015979
AT1G51660|MKK4|GO:0004674,GO:0004708,GO:0005634,GO:0005737,GO:0098542,GO:0005634,GO:0005737,GO:2000037,GO:2000038,GO:0010227,GO:0005515,GO:0005515,GO:0009570,GO:0005515,GO:0005515,GO:0005515,GO:0010229,GO:0010227,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0009875,GO:0000165,GO:0000165,GO:0004708,GO:0004708
AT5G04160|UUAT1|GO:0005794,GO:0008514,GO:0015297,GO:0005794,GO:0015780,GO:0048359
AT2G35170|MORN2|GO:0003674,GO:0005737,GO:0009416,GO:0018130,GO:0019438,GO:0044271,GO:0046394,GO:1901362
AT5G63850|AAP4|GO:0003333,GO:0005886,GO:0015171,GO:0015171,GO:0016020,GO:0006865,GO:0015172,GO:0015175,GO:0015399,GO:0055085
AT5G09320|VPS9B|GO:0005085,GO:0005737,GO:0005829,GO:0016192,GO:0030139,GO:0031267,GO:0048646,GO:0048869
AT3G48240|AT3G48240|GO:0003674,GO:0005634,GO:0006355,GO:0009409,GO:0009414,GO:0009416,GO:0009642,GO:0009737,GO:0009888,GO:0010015,GO:0010468,GO:0044283,GO:0048580,GO:0048589,GO:0071695,GO:1905392
AT1G16430|AT1G16430|GO:0003712,GO:0005634,GO:0006357,GO:0016592,GO:0016592,GO:0018193,GO:0036211
AT3G23290|LSH4|GO:0003674,GO:0005634,GO:0005739,GO:0009299,GO:0009299,GO:0009416,GO:0005634,GO:0090698
AT5G15790|AT5G15790|GO:0004842,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0010468,GO:0036211
AT3G44280|AT3G44280|GO:0003674,GO:0005575,GO:0019538
AT5G11090|AT5G11090|GO:0003674,GO:0005634,GO:0001666,GO:0007389,GO:0009408,GO:0009414,GO:0009416,GO:0009611,GO:0009651,GO:0009753,GO:0010150,GO:0010286,GO:0030163,GO:0044248,GO:0048367,GO:0048646,GO:0050832,GO:0097305
AT3G51000|AT3G51000|GO:0005634,GO:0016787,GO:0010035,GO:0032787
AT5G30490|AT5G30490|GO:0003674,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006338,GO:0016070
AT1G64150|BICAT1|GO:0005384,GO:0005794,GO:0009535,GO:0015085,GO:0032468,GO:0032472,GO:0070588,GO:0071421,GO:0005384,GO:0006828,GO:0009535,GO:0010270,GO:0015095,GO:0015095,GO:0006816,GO:0009534,GO:0015085,GO:0019722,GO:0070588
AT3G54120|AT3G54120|GO:0003674,GO:0005575,GO:0098542
AT5G38480|GRF3|GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0007165,GO:0045309,GO:0000325,GO:0000325,GO:0009505,GO:0009505,GO:0005524,GO:0005524,GO:0005739,GO:0005739,GO:0016036,GO:0005886,GO:0005886,GO:0009507,GO:0009507,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006995,GO:0016036,GO:0051365,GO:0009506,GO:0009506,GO:0005515,GO:0005515,GO:0005515,GO:0019222,GO:0005794,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0009409,GO:0009631,GO:0050826,GO:0005515,GO:0005829,GO:0005515,GO:0005515,GO:0009536
AT5G23120|AT5G23120|GO:0003674,GO:0009507,GO:0009507,GO:0009543,GO:0031977,GO:0009543,GO:0009579,GO:0065003,GO:0009535,GO:0009579,GO:0009535,GO:0009570,GO:0009579,GO:0009507,GO:0009570,GO:0009534,GO:0009941,GO:0009507,GO:0009536,GO:0009543,GO:0009533,GO:0009657
AT4G18630|AT4G18630|GO:0005634,GO:0005515,GO:0007049,GO:0009416,GO:0009888,GO:0010015,GO:0030154,GO:0043170,GO:0046148,GO:0048589
AT1G09660|AtKH1|GO:0003729,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0048024
AT2G30110|UBA1|GO:0004839,GO:0004839,GO:0005634,GO:0005634,GO:0005737,GO:0006511,GO:0006974,GO:0016567,GO:0016567,GO:0006511,GO:0051707,GO:0009506,GO:0005829,GO:0005777,GO:0004839,GO:0004842,GO:0016567
AT3G28900|eL34x|GO:0003735,GO:0005737,GO:0006412,GO:0022625,GO:0042254,GO:0022626,GO:0022625,GO:0005829,GO:0003729,GO:0010087
AT1G62990|KNAT7|GO:0000981,GO:0005634,GO:0003700,GO:0010089,GO:0005634,GO:2000652,GO:0045892,GO:0000976,GO:0010192,GO:0000976,GO:0010214,GO:0080001,GO:0080112
AT1G74500|BS1|GO:0005634,GO:0006355,GO:0040008,GO:0046983,GO:0003700,GO:0005634,GO:0009742,GO:0005515,GO:0005634,GO:0005737,GO:0010086,GO:0048364,GO:0000976
AT3G57280|FAX1|GO:0009507,GO:0009706,GO:0015245,GO:0015908,GO:0009706,GO:0009941,GO:0009941,GO:0009507,GO:0009941,GO:0009536,GO:0009706,GO:0009706,GO:0010208,GO:0010208,GO:0015245,GO:0015908,GO:0055088,GO:0071668,GO:1902001,GO:0005829
AT5G18100|CSD3|GO:0004784,GO:0005507,GO:0005507,GO:0009507,GO:0009507,GO:0019430,GO:0000325,GO:0005777,GO:0005777,GO:0005777,GO:0071472,GO:0004784,GO:0005777,GO:0006979,GO:0006979,GO:0019430,GO:0071457,GO:0071484,GO:0071486,GO:0071493
AT5G61380|TOC1|GO:0000156,GO:0005634,GO:0009736,GO:0005634,GO:0006355,GO:0007623,GO:0007623,GO:0005515,GO:0006355,GO:0005515,GO:0005515,GO:0010031,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0000976,GO:0005515,GO:0005634,GO:0006351,GO:0005515,GO:0005515,GO:0005515,GO:0003677,GO:0003700,GO:0010629,GO:0010468,GO:0005515,GO:0005515,GO:0003677,GO:0005515,GO:0005515
AT3G28910|MYB30|GO:0005634,GO:0005634,GO:0009733,GO:0003700,GO:0009617,GO:0009617,GO:0009626,GO:0009626,GO:0003700,GO:0042761,GO:0005515,GO:0005515,GO:0005634,GO:0001666,GO:0000976,GO:0003700,GO:0005515,GO:0005515,GO:0010100,GO:1990837,GO:0005515,GO:0009644,GO:0005515
AT5G19080|LUL3|GO:0005634,GO:0016567,GO:0016567,GO:0061630,GO:0061630,GO:0004842,GO:0016567
AT4G25740|eS10z|GO:0003723,GO:0003735,GO:0005737,GO:0022627,GO:0022626,GO:0022626,GO:0022626,GO:0022627,GO:0003729,GO:0005829,GO:0003729,GO:0005515
AT3G13224|RBGD3|GO:0003723,GO:0005576,GO:0005654,GO:0010468,GO:0003729,GO:0003729
AT5G09770|bL17mz|GO:0003735,GO:0003735,GO:0005739,GO:0006412,GO:0015934,GO:0048869
AT5G37055|SEF|GO:0000812,GO:0005634,GO:0006338,GO:0031491,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0009909,GO:0042802,GO:0048638,GO:0042742,GO:0000812,GO:0005515
AT3G14100|UBP1C|GO:0003729,GO:0005829,GO:0003729,GO:0005634,GO:0005737,GO:0034063,GO:0071456,GO:0003729,GO:0010494,GO:0003729
AT1G72710|CKL2|GO:0004674,GO:0004674,GO:0005634,GO:0005634,GO:0005737,GO:0006897,GO:0007165,GO:0018105,GO:0005634,GO:0005737,GO:0005515
AT1G65000|AT1G65000|GO:0003674,GO:0005634,GO:0006508,GO:0036211
AT4G17680|EBS1|GO:0004842,GO:0005634,GO:0005634,GO:0031347,GO:0005515,GO:0005515,GO:0010446
AT5G39250|AT5G39250|GO:0005634,GO:0005634,GO:0008150,GO:0005515,GO:0005515,GO:0005515
AT5G12010|AT5G12010|GO:0003674,GO:0005634,GO:0005886,GO:0000325,GO:0009507,GO:0006721,GO:0009266,GO:0009414,GO:0009611,GO:0009620,GO:0009639,GO:0009651,GO:0009737,GO:0009753,GO:0009812,GO:0016192,GO:0019752,GO:0044248,GO:0071482,GO:0098542,GO:0098771,GO:1901565
AT1G19010|AT1G19010|GO:0005634,GO:0005634,GO:0005515,GO:0010150,GO:0044271
AT1G30880|AT1G30880|GO:0003674,GO:0005739,GO:0043170
AT2G28880|emb1997|GO:0000162,GO:0005634,GO:0005737,GO:0008153,GO:0009793,GO:0046654,GO:0046820,GO:0009507,GO:0008153,GO:0046417,GO:0046656,GO:0046820
AT3G19220|SCO2|GO:0009507,GO:0003756,GO:0009535,GO:0009658,GO:0009507,GO:0005515,GO:0005515,GO:0043621
AT2G47840|Tic20-II|GO:0003674,GO:0009507,GO:0009941,GO:0009941,GO:0009507,GO:0009941,GO:0009706,GO:0009536,GO:0005829,GO:0006810,GO:0009059,GO:0016070,GO:0043412,GO:0044271
AT1G15710|TyrA2|GO:0004665,GO:0006571,GO:0009507,GO:0033730,GO:0070403,GO:0033730,GO:0006570,GO:0019632,GO:0033730,GO:0009507
AT4G19700|RING|GO:0004842,GO:0005737,GO:0043067,GO:0043161,GO:0009739,GO:0004842,GO:0005634,GO:0042742,GO:0050832,GO:0004869,GO:0005634,GO:0043069
AT2G41730|HRG1|GO:0003674,GO:0005634,GO:0009061,GO:0009061,GO:0005634,GO:0005737,GO:0005634,GO:0005737,GO:0042542
AT5G22355|AT5G22355|GO:0003674,GO:0005634,GO:0006810,GO:0009267,GO:0010015,GO:0030154,GO:0048589,GO:0071695,GO:0090558,GO:1905392
AT2G33880|AT2G33880|GO:0005634,GO:0005634,GO:0003700,GO:0008284,GO:0010075,GO:0005634,GO:0005737,GO:0009793,GO:0009735,GO:0000976,GO:0000976,GO:0000976,GO:0000976
AT5G06770|KHZ2|GO:0003729,GO:0005576,GO:0005576,GO:0005576,GO:0005634,GO:0005634,GO:0005634,GO:0003700,GO:0006355,GO:0003723,GO:0005634,GO:1900057,GO:2000028,GO:0005515
AT3G16980|NRPB9A|GO:0001193,GO:0003676,GO:0003899,GO:0003899,GO:0005634,GO:0005665,GO:0006283,GO:0006351,GO:0006367,GO:0008270,GO:0000419,GO:0005665,GO:0005515,GO:0005515,GO:0000280,GO:0010564,GO:0010629,GO:0036211,GO:0051276,GO:0098813
AT2G37620|ACT1|GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005856,GO:0007010,GO:0048589,GO:0048767,GO:0009505,GO:0009505,GO:0005886,GO:0005886,GO:0009506,GO:0009506,GO:0005829,GO:0005783,GO:0005200,GO:0007010
AT5G11980|COG8|GO:0005794,GO:0006891,GO:0017119,GO:0017119,GO:0009506,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0007030,GO:0009860,GO:0017119,GO:0042803,GO:0048193,GO:0005515
AT3G50670|U1-70K|GO:0000398,GO:0003729,GO:0005634,GO:0005634,GO:0005685,GO:0030619,GO:0030619,GO:0071004,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0000398,GO:0005515,GO:0005515
